h3_d,traffic_ct,geometry
872b8b68cffffff,34,"POLYGON ((-75.97525182292001 42.33037415288828, -75.99020418474586 42.32342569305934, -75.9891601790302 42.310873901631574, -75.97317218011275 42.305270152968454, -75.95822320040931 42.31221498184353, -75.95925883702918 42.32476718933425, -75.97525182292001 42.33037415288828))"
872a16b8bffffff,1,"POLYGON ((-74.13271421645285 41.699772963572116, -74.14771919893396 41.693114749256644, -74.14718302447645 41.6806480872573, -74.1316500466445 41.674839511115415, -74.1166488323913 41.68149425268345, -74.11717682755166 41.69396104214856, -74.13271421645285 41.699772963572116))"
872b8a994ffffff,2,"POLYGON ((-75.9892888223989 44.0082894202478, -76.00479605018567 44.001214924947355, -76.003709057453 43.988432183678974, -75.98712384008496 43.982723510440906, -75.97162024697576 43.98979429100069, -75.97269823602828 44.00257745848386, -75.9892888223989 44.0082894202478))"
872aa40e9ffffff,21,"POLYGON ((-76.90107487769932 42.418944462914226, -76.9159178856232 42.4118686245213, -76.91462033212332 42.3993125677518, -76.89848813772691 42.39383178703662, -76.88364827108107 42.40090393304516, -76.88493745694251 42.413460551159076, -76.90107487769932 42.418944462914226))"
872b8b6a0ffffff,24,"POLYGON ((-75.95050370025848 42.40706919913804, -75.96548447893947 42.40011807518576, -75.9644454622596 42.38755511732674, -75.94843406406252 42.38194286986853, -75.93345668545633 42.38889036061571, -75.934487304502 42.40145373102224, -75.95050370025848 42.40706919913804))"
872b8a982ffffff,18,"POLYGON ((-75.95396613154387 43.97130005754882, -75.96946608778669 43.964232989659244, -75.96838991662892 43.951454857710544, -75.95182277890612 43.945743372256835, -75.9363264617074 43.95280672954695, -75.9373936426657 43.965585281835814, -75.95396613154387 43.97130005754882))"
872b89841ffffff,4,"POLYGON ((-73.28913433990094 42.83136702504716, -73.30462257973372 42.82474347784999, -73.30430477130797 42.81211459545216, -73.2885073145077 42.806109266551346, -73.27302325415356 42.81272935256726, -73.27333247104593 42.82535822763711, -73.28913433990094 42.83136702504716))"
872b8905effffff,10,"POLYGON ((-73.81153123867641 42.55484448657966, -73.82685844792218 42.54816826660906, -73.82639992363895 42.53557750014178, -73.81062267851816 42.5296628765819, -73.79529946329224 42.53633560725009, -73.79574949901448 42.54892644976128, -73.81153123867641 42.55484448657966))"
872b992b5ffffff,11,"POLYGON ((-77.82951808711287 43.1285516554103, -77.84444541864947 43.121299004039535, -77.84287197071855 43.108655378132276, -77.82637977431284 43.103263689480336, -77.8114554157255 43.110512559664556, -77.8130202798128 43.12315689868416, -77.82951808711287 43.1285516554103))"
872a16c05ffffff,1,"POLYGON ((-74.66193760250898 42.15346465873929, -74.67701829661162 42.14670281766264, -74.67633356733563 42.134170283763154, -74.66057647839756 42.1283993799941, -74.64549948913822 42.13515768792749, -74.64617588369964 42.147690431768666, -74.66193760250898 42.15346465873929))"
872b99299ffffff,2,"POLYGON ((-77.87812213298945 43.01108922276292, -77.89300356995287 43.00383972425659, -77.89142081333551 42.99121301005947, -77.87496515637014 42.98583507382824, -77.86008666320372 42.99308079458704, -77.86166088242254 43.00570822832594, -77.87812213298945 43.01108922276292))"
872b89064ffffff,1,"POLYGON ((-73.65843882608911 42.63411997314965, -73.67381265082776 42.62745913083994, -73.67339520684968 42.61485728521666, -73.65761245627533 42.60891622917942, -73.64224267936024 42.61557359030168, -73.64265160506564 42.62817548762672, -73.65843882608911 42.63411997314965))"
872ab5a94ffffff,19,"POLYGON ((-79.66064421131236 42.31950823320322, -79.67501343822312 42.31209303829016, -79.67297377345993 42.299595610796544, -79.65657305175533 42.294512391146256, -79.64220617773387 42.301923759646975, -79.64423767152698 42.31442217326678, -79.66064421131236 42.31950823320322))"
872b89072ffffff,43,"POLYGON ((-73.78309851737245 42.63118676680949, -73.7984548819801 42.6245091340863, -73.79800336849682 42.611907544548004, -73.78220400706492 42.60598351529846, -73.76685165716412 42.61265765732476, -73.76729465383914 42.625259318275795, -73.78309851737245 42.63118676680949))"
872a16382ffffff,1,"POLYGON ((-74.5810664167526 41.499382847156674, -74.59594740002456 41.492680535177286, -74.59529387040347 41.48024412812267, -74.57976746192354 41.474509835117615, -74.56489010131037 41.48120865168575, -74.56553552626707 41.49364525568533, -74.5810664167526 41.499382847156674))"
872b8902affffff,172,"POLYGON ((-73.80071615846607 42.68754388844461, -73.81608896447574 42.68085997174061, -73.81563206915092 42.668250379447116, -73.79981090524596 42.66232462873907, -73.78444211914189 42.66900505074942, -73.78489047688473 42.68161471713796, -73.80071615846607 42.68754388844461))"
872b8cb95ffffff,8,"POLYGON ((-73.51361416699544 44.60670257634724, -73.52968729771882 44.59993448794283, -73.52929257947916 44.58706658658268, -73.51283401833913 44.580966748766016, -73.49676534225097 44.58773127713429, -73.49715077254433 44.600599202267645, -73.51361416699544 44.60670257634724))"
872aa6663ffffff,21,"POLYGON ((-78.64960557037287 42.107398679634564, -78.66407571772216 42.100127012423236, -78.66231635054247 42.08764038826416, -78.64609500052794 42.082424601679804, -78.63162746926014 42.08969249936251, -78.63337867107819 42.1021799522004, -78.64960557037287 42.107398679634564))"
872a10621ffffff,215,"POLYGON ((-74.11730393604583 40.62123839474549, -74.13196900972976 40.61466360440347, -74.13144917572546 40.60236059879068, -74.11627207882304 40.596632256472255, -74.10161060735068 40.603203627961975, -74.10212263039345 40.6155067596622, -74.11730393604583 40.62123839474549))"
872aa4705ffffff,1,"POLYGON ((-77.1839619851974 42.441944483307424, -77.19876911387017 42.43483031619741, -77.19739410054568 42.42227420809791, -77.18122032151486 42.41683166045865, -77.16641625880857 42.423942117596695, -77.1677829085131 42.4364988313547, -77.1839619851974 42.441944483307424))"
872b8d4a1ffffff,21,"POLYGON ((-73.80911356345325 43.792150464767865, -73.82486034518811 43.78539163003939, -73.82438984315081 43.77262997831969, -73.80818151844325 43.76662708675725, -73.79243895285133 43.773382374900635, -73.79290049565878 43.78614410013196, -73.80911356345325 43.792150464767865))"
872aa6675ffffff,2,"POLYGON ((-78.68560264600258 42.142813161395964, -78.70007801638232 42.1355339497083, -78.69830763219649 42.12304285257168, -78.68207005236641 42.11783013151481, -78.66759729197624 42.12510557006146, -78.66935950057238 42.137597501847814, -78.68560264600258 42.142813161395964))"
872b992c1ffffff,30,"POLYGON ((-77.6942046155687 42.92654268159209, -77.70908799873538 42.919323721490265, -77.70755853679324 42.906706073947454, -77.691154206886 42.9013066956595, -77.6762738093943 42.90852189232154, -77.6777947553836 42.9211402297124, -77.6942046155687 42.92654268159209))"
872b992edffffff,2,"POLYGON ((-77.60030056580163 42.931955058571496, -77.61520057074468 42.924747799171094, -77.61369666358222 42.91212809675836, -77.59730127358367 42.90671497757556, -77.58240428186745 42.91391847841289, -77.58389966618549 42.926538855995595, -77.60030056580163 42.931955058571496))"
872b89010ffffff,34,"POLYGON ((-73.92698729805576 42.722298172258036, -73.94235485288105 42.71559465099463, -73.94186300406693 42.70298005442465, -73.92601215010909 42.6970688840672, -73.91064858798846 42.703768899322164, -73.91113188694891 42.716383589918564, -73.92698729805576 42.722298172258036))"
872a1099cffffff,7,"POLYGON ((-73.52316046520464 41.248411387866554, -73.5380995311004 41.241866934351016, -73.53773039188684 41.229468482699474, -73.52243021166821 41.2236144494789, -73.50749499233069 41.2301554976959, -73.50785610655322 41.2425539834527, -73.52316046520464 41.248411387866554))"
872b8d49bffffff,1,"POLYGON ((-73.96586998659566 43.71172939367194, -73.98156757737067 43.7049539117587, -73.98105401571485 43.69220296695925, -73.96485178988739 43.68622740408726, -73.94915835724203 43.692999330883346, -73.94966299210454 43.705750374611895, -73.96586998659566 43.71172939367194))"
872b89006ffffff,223,"POLYGON ((-73.8645321801565 42.723859154568316, -73.87990860259346 42.717164036550635, -73.87943385394797 42.70454925687371, -73.86359123346399 42.69862951005548, -73.84821882047041 42.7053211267722, -73.84868501835489 42.71793599058352, -73.8645321801565 42.723859154568316))"
872ab5ae0ffffff,1,"POLYGON ((-79.40901224857629 42.205524953954274, -79.42338826366458 42.19815078268973, -79.42142111342717 42.18566439161633, -79.40508609632768 42.180551224810436, -79.39071249403219 42.18792158655691, -79.39267149508477 42.20040892368165, -79.40901224857629 42.205524953954274))"
872a16350ffffff,49,"POLYGON ((-74.30211871043781 41.39585713064383, -74.31700388414501 41.38919919377721, -74.31642609984266 41.37677793810436, -74.30097121354709 41.37101446444876, -74.28608971678224 41.377668930968376, -74.28665942916008 41.39009034050792, -74.30211871043781 41.39585713064383))"
872aa4799ffffff,15,"POLYGON ((-77.47174596724176 42.36924868843186, -77.48648539147135 42.36210351391654, -77.48503457109327 42.34956136874717, -77.46885264965915 42.344163747296555, -77.45411620186637 42.351305199400564, -77.4555586983786 42.36384799438144, -77.47174596724176 42.36924868843186))"
872b9b32dffffff,805,"POLYGON ((-78.95187271583546 43.11400567750988, -78.96661169927987 43.10661038586962, -78.96473056514239 43.09398760436472, -78.94811895581391 43.0887592249311, -78.93338261657895 43.09615067943022, -78.93525524151357 43.10877434952173, -78.95187271583546 43.11400567750988))"
872b9925dffffff,2,"POLYGON ((-77.51981199263427 42.917473789689566, -77.53472000695692 42.91027810375695, -77.53323863046592 42.89765932429642, -77.51685776050964 42.89223556736618, -77.50195278048648 42.899427499940515, -77.50342563539546 42.91204694180213, -77.51981199263427 42.917473789689566))"
872b890a0ffffff,2,"POLYGON ((-74.00581848656068 42.739225428670075, -74.02118111244015 42.732510001901666, -74.02066746908552 42.71989299011291, -74.00479975532075 42.71399129757894, -73.98944110424576 42.72070321153866, -73.98994619194671 42.73332032981618, -74.00581848656068 42.739225428670075))"
872b8c498ffffff,1,"POLYGON ((-74.78696611981512 44.65096062531494, -74.80287499693463 44.64400913964464, -74.80211587303737 44.63113647369195, -74.78545716587215 44.62521505984639, -74.7695523844921 44.63216288436205, -74.7703022141934 44.64503578279179, -74.78696611981512 44.65096062531494))"
872aa696effffff,14,"POLYGON ((-77.74294092595547 42.80939719081103, -77.75777876532528 42.80218140103207, -77.75623988091121 42.78958076382305, -77.73987162653614 42.78419521907626, -77.72503674381001 42.79140724880723, -77.72656715806245 42.80400858233846, -77.74294092595547 42.80939719081103))"
872b890b6ffffff,93,"POLYGON ((-74.10114161013458 42.77461954790881, -74.11650319181588 42.7678886931236, -74.11596299685932 42.755266693027, -74.10006978814263 42.74937542513452, -74.08471216209459 42.75610275822529, -74.08524378893058 42.76872487987718, -74.10114161013458 42.77461954790881))"
872b8d42bffffff,2,"POLYGON ((-73.59950688883116 43.73943365105645, -73.61526385818378 43.73270755747817, -73.61485263706349 43.71995321631141, -73.59869338564334 43.713924927888414, -73.58294068021414 43.72064749389027, -73.5833429621512 43.7334018748336, -73.59950688883116 43.73943365105645))"
872a16346ffffff,6,"POLYGON ((-74.24142070607212 41.397623611114334, -74.25631446271713 41.39097350618149, -74.25575282285538 41.37855194745729, -74.24030549924069 41.372780348180854, -74.2254154350593 41.37942698708144, -74.22596900182695 41.39184869030787, -74.24142070607212 41.397623611114334))"
872aa4832ffffff,2,"POLYGON ((-76.54482041212786 42.930320476566145, -76.55988322280004 42.92325107344943, -76.55866898739502 42.910619283152734, -76.54240051041526 42.90505638599006, -76.5273410117982 42.912122092235215, -76.52854667752823 42.92475439150024, -76.54482041212786 42.930320476566145))"
872a1636affffff,65,"POLYGON ((-74.1790968207324 41.36209522058593, -74.19398745496464 41.35545596117633, -74.19344283218231 41.34303971753234, -74.17801563632449 41.33726259740246, -74.16312870454828 41.343898397051454, -74.16366526598095 41.356314775608986, -74.1790968207324 41.36209522058593))"
872aa6942ffffff,4,"POLYGON ((-77.83657668713683 42.80387665644697, -77.85139787828962 42.7966492802812, -77.84983359744224 42.78405076120944, -77.83345658779689 42.77867890640501, -77.81863832589873 42.78590251776069, -77.82019414362482 42.79850174773804, -77.83657668713683 42.80387665644697))"
872b8908cffffff,1,"POLYGON ((-74.0339533723905 42.66273044175001, -74.04928674451615 42.656016505343615, -74.04876625902894 42.643410303712756, -74.03292092834317 42.6375179264357, -74.01759151043122 42.64422835150605, -74.01810346880362 42.65683466416712, -74.0339533723905 42.66273044175001))"
872aa6954ffffff,10,"POLYGON ((-77.87249529971797 42.839827129565364, -77.88732234085931 42.832592218103265, -77.8857470167216 42.81998920592658, -77.86935312505705 42.81462038732832, -77.85452900748619 42.8218515301965, -77.85609585723577 42.83445525926346, -77.87249529971797 42.839827129565364))"
872b99271ffffff,3,"POLYGON ((-77.49734305052652 42.99499894741443, -77.51227975834064 42.98779999746665, -77.51080204482467 42.97517015879208, -77.49439617425872 42.96973860947284, -77.47946251741845 42.9769338033395, -77.48093167944533 42.989564301602485, -77.49734305052652 42.99499894741443))"
872aa4824ffffff,2,"POLYGON ((-76.41944208942495 42.936266496455566, -76.43452578422821 42.929213158907594, -76.4333458379989 42.916579362386486, -76.41709077301607 42.910998413199586, -76.40201042630669 42.91804806133977, -76.40318179592758 42.930682347058685, -76.41944208942495 42.936266496455566))"
872b9b301ffffff,57,"POLYGON ((-79.04593969367711 43.1074742798531, -79.06066084104354 43.10006761511818, -79.05875419711481 43.08744752847633, -79.04213490513642 43.08223320245348, -79.02741637362386 43.089636025992604, -79.02931451727285 43.10225701577014, -79.04593969367711 43.1074742798531))"
872aa669dffffff,13,"POLYGON ((-79.05964861177524 42.154918007947394, -79.07406671636227 42.14759136070171, -79.07219542116107 42.135105361120054, -79.0559141760447 42.12994511580178, -79.04149857764395 42.1372679717967, -79.0433617172662 42.149754863409335, -79.05964861177524 42.154918007947394))"
872b99229ffffff,17,"POLYGON ((-77.51968052075263 43.05097511788072, -77.53463190442865 43.04376882306034, -77.53314624588532 43.031131540384266, -77.51671777414711 43.02569988790389, -77.50176944247896 43.03290242252861, -77.50324652981018 43.04554036882388, -77.51968052075263 43.05097511788072))"
872b890d4ffffff,3,"POLYGON ((-74.01605731454238 42.60642013378158, -74.03137437847414 42.599712554589374, -74.03085942524689 42.58711434097556, -74.0150359143472 42.58122359726772, -73.99972279969573 42.58792766913671, -74.00022924647934 42.60052599101614, -74.01605731454238 42.60642013378158))"
872b8b1a4ffffff,35,"POLYGON ((-75.42168585833045 42.8455950604752, -75.43688669320427 42.83868101768049, -75.4359828850241 42.82605267504934, -75.41988681489647 42.82033804328095, -75.40468959098037 42.827248466184585, -75.40558482583096 42.8398771397257, -75.42168585833045 42.8455950604752))"
872a16332ffffff,3,"POLYGON ((-74.38603948894006 41.561481459308155, -74.40096642530224 41.554800067736366, -74.40036414307525 41.54235411128689, -74.38484305283474 41.53658937862552, -74.36991979834914 41.543267285694405, -74.37051395200275 41.555713408940186, -74.38603948894006 41.561481459308155))"
